GeneID	Annotation	wt	mutant#1	mutant#2	mutant#3
Zt102049	hypothetical protein MYCGRDRAFT_102049, partial | Zt102049	21.86	29.19	18.78	28.4
Zt102052	non-classical export | Zt102052	385.32	348.92	276.58	995.83
Zt102063	hypothetical protein MYCGRDRAFT_102063 [Zymoseptoria tritici IPO323] | Zt102063	6.17	12.64	3.26	6.97
Zt102064	glutamine synthetase | Zt102064	301.22	429.44	259.01	473.18
Zt102067	hypothetical protein MYCGRDRAFT_102067, partial [Zymoseptoria tritici IPO323] | Zt102067	118.17	617.72	252.83	1366.68
Zt102068	gtp-binding [Neofusicoccum parvum UCRNP2] | Zt102068	109.89	548.44	250.67	1293.03
Zt102072	TH14-3-3 [Sphaerulina musiva SO2202] | Zt102072	136.5	147.76	178.38	162.36
Zt102079	ankyrin repeat-containing partial | Zt102079	19.92	19.51	11.82	33.03
Zt102083	isocitrate lyase and phosphorylmutase [Sphaerulina musiva SO2202] | Zt102083	322.81	186.19	121.53	224.78
Zt102085	hypothetical protein MYCGRDRAFT_102085, partial | Zt102085	12.57	22.22	11.31	15.86
Zt102108	hypothetical protein MYCGRDRAFT_102108 [Zymoseptoria tritici IPO323] | Zt102108	22.76	137.1	18.56	100.8
Zt102119	Cardiolipin synthase | Zt102119	303.19	869.32	1701.93	812.11
Zt102121	cell wall integrity MAP kinase | Zt102121	160.16	128.44	165.76	119.79
Zt102125	C6 transcription factor [Colletotrichum gloeosporioides Nara gc5] | Zt102125	24.08	26.99	36.43	39.79
Zt102127	ketol-acid reductoisomerase | Zt102127	377.58	332.57	160.88	330.67
Zt102131	DUF339-domain-containing [Sphaerulina musiva SO2202] | Zt102131	150.01	115.78	105.79	119.98
Zt102133	calcofluor white hypersensitive [Cladophialophora carrionii] | Zt102133	196.46	135.92	187.52	217.42
Zt102134	hypothetical protein MYCGRDRAFT_102134, partial [Zymoseptoria tritici IPO323] | Zt102134	9.98	15.79	11.96	7.73
Zt102136	GPI2-domain-containing [Aureobasidium pullulans] | Zt102136	21.64	48.57	19.19	14.01
Zt102139	DNA-binding domain of Mlu1-box binding partial [Sphaerulina musiva SO2202] | Zt102139	17.13	30.29	13.04	23.44
Zt102145	hypothetical protein MYCGRDRAFT_102145 [Zymoseptoria tritici IPO323] | Zt102145	51.34	59.65	49	59.87
Zt102147	hypothetical protein MYCGRDRAFT_102147, partial [Zymoseptoria tritici IPO323] | Zt102147	76.46	62.15	83.92	113.5
Zt102151	Sec1 [Sphaerulina musiva SO2202] | Zt102151	61.31	60.64	68.42	52.07
Zt102155	WD40 repeat [Glarea lozoyensis ATCC 20868] | Zt102155	31.87	49.85	317.18	38.98
Zt102157	Serine threonine kinase | Zt102157	80.54	77.6	340.88	71.75
Zt102163	arginine N- partial [Cercospora fijiensis CIRAD86] | Zt102163	55.48	62.48	46	56.84
Zt102165	hypothetical protein MYCGRDRAFT_102165, partial [Zymoseptoria tritici IPO323] | Zt102165	10.9	11.37	9.38	11.57
Zt102170	Reticulon partial [Aureobasidium namibiae CBS ] | Zt102170	40.18	37.74	131.76	67.87
Zt102173	NAD(P)-binding [Sphaerulina musiva SO2202] | Zt102173	66.04	58.82	22.51	66.75
Zt102176	hypothetical protein MYCGRDRAFT_102176 [Zymoseptoria tritici IPO323] | Zt102176	66.66	65.94	66.95	56.93
Zt102177	N-terminal nucleophile aminohydrolase | Zt102177	101.59	90.96	191.46	88.09
Zt102184	dihydroorotase [Sphaerulina musiva SO2202] | Zt102184	106.02	94.91	91.98	86.65
Zt102189	GTP-binding GUF1 [Sphaerulina musiva SO2202] | Zt102189	63.46	80.24	63.88	76.55
Zt102191	catabolite repression CAT5 [Sphaerulina musiva SO2202] | Zt102191	47.83	39.45	36.34	42.69
Zt102197	ribosomal S2 | Zt102197	405.04	352.85	348.49	480.08
Zt102202	V-type G subunit [Trichophyton rubrum CBS ] | Zt102202	131.22	135.42	148.18	104.56
Zt102204	hypothetical protein MYCGRDRAFT_102204 [Zymoseptoria tritici IPO323] | Zt102204	103.14	118.93	58.52	87.34
Zt102206	60S ribosomal L6 | Zt102206	22.65	9.17	17.57	34.68
Zt102207	c2h2 transcription factor | Zt102207	26.88	11.28	20.23	39.25
Zt102217	hypothetical protein MYCGRDRAFT_102217 [Zymoseptoria tritici IPO323] | Zt102217	212.32	349.74	126.74	129.74
Zt102223	bromodomain associated domain | Zt102223	72.12	71.97	59.4	55.43
Zt102228	NMT1-domain-containing [Aureobasidium namibiae CBS ] | Zt102228	1307.6	1214.38	239.71	777.16
Zt102248	bap31 domain | Zt102248	83	34.51	180.99	114.18
Zt102252	multi bridging factor 1 | Zt102252	226.7	258.16	275.07	203.37
Zt102254	hypothetical protein MYCGRDRAFT_102254 [Zymoseptoria tritici IPO323] | Zt102254	73.36	86.14	106.37	73.01
Zt102256	mitochondrial large ribosomal subunit | Zt102256	110.88	120.59	88.36	92.78
Zt102270	hypothetical protein MYCGRDRAFT_102270, partial [Zymoseptoria tritici IPO323] | Zt102270	11.51	9.46	27.34	7.2
Zt102272	DUF1674-domain-containing [Sphaerulina musiva SO2202] | Zt102272	123.71	123.14	99.14	121.63
Zt102274	bag domain-containing | Zt102274	4.38	8.1	5.88	15.57
Zt102276	NADP-dependent alcohol dehydrogenase C [Pyrenophora tritici-repentis Pt-1C-BFP] | Zt102276	347.79	42.44	364.23	553.59
Zt102281	ribosomal L15 | Zt102281	344.39	321.24	280.07	321.61
Zt102294	short-chain dehydrogenase reductase family [Sphaerulina musiva SO2202] | Zt102294	113.13	124.15	94.96	120.38
Zt102303	hypothetical protein MYCGRDRAFT_102303 [Zymoseptoria tritici IPO323] | Zt102303	100.68	96	117.26	96.82
Zt102306	2-methylcitrate dehydratase | Zt102306	216.76	171.9	110.27	155.9
Zt102314	hypothetical protein MYCGRDRAFT_102314, partial [Zymoseptoria tritici IPO323] | Zt102314	38.93	44.42	40.47	49.35
Zt102318	transketolase [Sphaerulina musiva SO2202] | Zt102318	271.48	224.18	257.87	240.47
Zt102326	hypothetical protein MYCGRDRAFT_102326 [Zymoseptoria tritici IPO323] | Zt102326	151.66	171.01	91.44	100.85
Zt102341	glycoside hydrolase family 72 | Zt102341	109.62	65.51	644.3	58.3
Zt102345	hypothetical protein MYCGRDRAFT_102345 [Zymoseptoria tritici IPO323] | Zt102345	185.03	200.79	285.02	392.55
Zt102352	FCH-domain-containing [Sphaerulina musiva SO2202] | Zt102352	40.17	37.2	41.03	36.62
Zt102358	Mis12_component-domain-containing [Sphaerulina musiva SO2202] | Zt102358	65.36	76.3	66.43	76.27
Zt102360	hypothetical protein MYCGRDRAFT_102360 [Zymoseptoria tritici IPO323] | Zt102360	23.14	24.88	25.55	27.02
Zt102365	60S ribosomal L5 [Sphaerulina musiva SO2202] | Zt102365	431.45	352.97	440.3	386.81
Zt102369	hypothetical protein MYCGRDRAFT_102369 [Zymoseptoria tritici IPO323] | Zt102369	10.38	10.92	8.45	12.18
Zt102375	hypothetical protein MYCGRDRAFT_102375, partial [Zymoseptoria tritici IPO323] | Zt102375	53.83	81.17	47	76.76
Zt102377	hypothetical protein MYCGRDRAFT_102377 [Zymoseptoria tritici IPO323] | Zt102377	55.66	75.13	55.71	75.02
Zt102381	Ribokinase [Aureobasidium pullulans] | Zt102381	339.31	362.23	274.3	318.86
Zt102384	eukaryotic translation initiation factor 4E | Zt102384	101.82	118.52	100.32	119.16
Zt102387	hypothetical protein MYCGRDRAFT_102387, partial [Zymoseptoria tritici IPO323] | Zt102387	106.22	79.65	196.1	65.07
Zt102388	hypothetical protein MYCGRDRAFT_102388 [Zymoseptoria tritici IPO323] | Zt102388	195.04	165.44	423.64	124.59
Zt102398	DUF1713 domain-containing | Zt102398	81.2	74.22	100.18	67.04
Zt102406	ribosomal L13 | Zt102406	435.91	351.79	471.98	380.72
Zt102408	BCL2-associated athanogene [Cercospora fijiensis CIRAD86] | Zt102408	99.8	111.64	105.69	112.42
Zt102412	MFS multidrug transporter | Zt102412	54.07	48.99	52.79	48.03
Zt102416	damaged DNA binding | Zt102416	32.51	38.12	69.88	35.23
Zt102427	hypothetical protein MYCGRDRAFT_102427, partial [Zymoseptoria tritici IPO323] | Zt102427	56.83	59.4	55.22	53.4
Zt102437	hypothetical protein MYCGRDRAFT_102437 [Zymoseptoria tritici IPO323] | Zt102437	21.98	20.85	35.5	22.91
Zt102441	hypothetical protein MYCGRDRAFT_102441 [Zymoseptoria tritici IPO323] | Zt102441	101.26	191.6	114.15	163.42
Zt102469	ATP synthase subunit 4 mitochondrial precursor | Zt102469	440.2	448.31	392.59	372.78
Zt102471	aldehyde reductase [Sphaerulina musiva SO2202] | Zt102471	126.14	77.64	154.67	173.35
Zt102473	hypothetical protein MYCGRDRAFT_102473 [Zymoseptoria tritici IPO323] | Zt102473	13.69	15.51	12.33	15.49
Zt102480	cytidine deaminase | Zt102480	30.9	38.01	30.34	27.62
Zt102481	hypothetical protein MYCGRDRAFT_102481 [Zymoseptoria tritici IPO323] | Zt102481	172.57	74.33	223.81	131.64
Zt102488	density-regulated DRP1 [Sphaerulina musiva SO2202] | Zt102488	79.89	67.93	81.03	60.73
Zt102491	RNA-binding domain-containing | Zt102491	139.28	179.81	103.93	148.09
Zt102499	lactoylglutathione lyase | Zt102499	280.51	164.71	106.75	282.58
Zt102502	transposable element tc1 | Zt102502	157.41	243.03	152.82	163.39
Zt102508	hypothetical protein MYCGRDRAFT_102508 | Zt102508	36.04	26.45	16.5	12.86
Zt102513	hypothetical protein MYCGRDRAFT_102513 | Zt102513	7.16	5.12	18.03	14.61
Zt102517	[Sclerotinia sclerotiorum 1980] | Zt102517	66.65	29.51	86.7	78.18
Zt102519	hypothetical protein MYCGRDRAFT_102519, partial | Zt102519	450.45	411.79	258.46	272.68
Zt102520	hypothetical protein MYCGRDRAFT_102520 | Zt102520	10.35	17.59	20.97	11.27
Zt102522	hypothetical protein MYCGRDRAFT_102522, partial | Zt102522	75.95	74.29	64.99	76.25
Zt102524	ntf2 and rrm domain-containing | Zt102524	57.53	45.23	48.33	56.06
Zt102525	ethyl tert-butyl ether degradation | Zt102525	1258.8	1748.86	388.18	1026.37
Zt102530	Glutathione S-transferase | Zt102530	78.11	67.83	62.62	84.4
Zt102532	trna-splicing endonuclease subunit sen-15 | Zt102532	32.8	35.79	31.72	32.97
Zt102534	hypothetical protein MYCGRDRAFT_102534, partial | Zt102534	77.29	94.85	75.04	84.8
Zt102540	nascent polypeptide-associated complex subunit alpha | Zt102540	323.13	322.79	258.2	233.43
Zt102541	atp synthase d mitochondrial | Zt102541	489.88	524.39	348.85	402.15
Zt102552	glycosyltransferase family 90 | Zt102552	71.66	128.3	73.04	106.8
Zt102569	nucleotide exchange partial [Aureobasidium namibiae CBS ] | Zt102569	113.06	106.59	85.14	79.99
Zt102570	ATP-NAD kinase | Zt102570	86.43	106.45	73.62	79.17
Zt102581	tryptophan synthase | Zt102581	115.68	79.32	84.93	89.96
Zt102585	ATP synthase delta subunit | Zt102585	442.7	445.6	436.76	390.87
Zt102589	glutathione peroxidase | Zt102589	289.31	534.02	666.35	375.67
Zt102601	coatomer subunit epsilon | Zt102601	138.8	115.53	155.3	98.06
Zt102602	hypothetical protein MYCGRDRAFT_102602 | Zt102602	131.78	136.52	116.2	95.86
Zt102611	hypothetical protein MYCGRDRAFT_102611 | Zt102611	45.11	52.26	90.15	49.11
Zt102612	glycosyl transferase family 2 | Zt102612	11.53	15.36	14.1	33.13
Zt102615	hypothetical protein MYCGRDRAFT_102615 | Zt102615	82.23	106.26	123.62	72.3
Zt102617	hypothetical protein MYCGRDRAFT_102617 | Zt102617	23.54	28.98	20.96	22.94
Zt102625	hypothetical protein MYCGRDRAFT_102625 | Zt102625	72.58	47.99	40.73	44.13
Zt102643	hypothetical protein MYCGRDRAFT_102643 | Zt102643	105.48	150.07	104.19	127.56
Zt102646	hypothetical protein MYCGRDRAFT_102646 | Zt102646	40.95	45.53	48.17	39.95
Zt102649	g- complex gamma subunit ste18 | Zt102649	141.15	184.53	117.35	166.32
Zt102657	Cytochrome P450 | Zt102657	136.5	22.2	219.54	166.68
Zt102658	hypothetical protein MYCGRDRAFT_102658 | Zt102658	85.14	66.44	162.55	92.44
Zt102682	hypothetical protein MYCGRDRAFT_102682 | Zt102682	175.4	78.52	177.39	200.74
Zt102685	MFS general substrate transporter | Zt102685	96.26	98.54	62.11	144.3
Zt102690	hypothetical protein MYCGRDRAFT_102690, partial | Zt102690	3.65	5.8	6.87	13.02
Zt102692	hypothetical protein MYCGRDRAFT_102692 | Zt102692	411.83	389.09	446.56	316.28
Zt102703	AMP deaminase | Zt102703	23.86	25.33	30.92	20.28
Zt102715	hypothetical protein MYCGRDRAFT_102715 | Zt102715	7.03	5.91	8.73	6.61
Zt102720	DNA binding SART-1 | Zt102720	34.5	38.24	93.61	36.22
Zt102722	related to ABP1-actin-binding | Zt102722	78.58	49.5	69.18	65.21
Zt102724	hypothetical protein MYCGRDRAFT_102724, partial | Zt102724	40.62	55.4	49.11	46.08
Zt102725	cross-pathway control 1 | Zt102725	380.51	721.41	775.23	420.21
Zt102737	60S acidic ribosomal P2 | Zt102737	855.64	835.29	715.9	710.53
Zt102740	60S ribosomal L6 | Zt102740	688.36	522.15	543.34	525.78
Zt102741	26S proteasome complex ubiquitin receptor like | Zt102741	102.08	76.52	169.08	77.47
Zt102744	glucosidase II beta subunit | Zt102744	58.99	65.14	57.64	56
Zt102749	carcinoembryonic antigen-related cell adhesion molecule 1 | Zt102749	31.77	52.33	35.8	49.36
Zt102753	hypothetical protein MYCGRDRAFT_102753 | Zt102753	1.82	1.47	7.92	6.48
Zt102763	RNA-binding domain-containing | Zt102763	118.87	116.97	110.73	103.57
Zt102764	NACHT and Ankyrin domain | Zt102764	26.25	37.06	50.74	35.31
Zt102767	hypothetical protein MYCGRDRAFT_102767 | Zt102767	94.51	103.48	422.66	141.99
Zt102770	serine threonine- kinase cot-1 | Zt102770	82.37	76.32	81.94	74.94
Zt102775	Family 51 glycoside hydrolase | Zt102775	71.36	43.2	38.64	77.88
Zt102780	Rgp1-domain-containing | Zt102780	43.31	33.9	46.07	32.5
Zt102785	methyltransferase domain-containing | Zt102785	11.93	64.26	24.9	113.1
Zt102788	hypothetical protein MYCGRDRAFT_102788 | Zt102788	7.23	16.65	12.9	13.68
Zt102792	hypothetical protein MYCGRDRAFT_102792 | Zt102792	10.47	19.62	10.93	11.45
Zt102794	hypothetical protein MYCGRDRAFT_102794 | Zt102794	0.2	0.46	0.82	0.19
Zt102797	DUF614 domain | Zt102797	91.36	133.91	71.88	163.38
Zt102798	hypothetical protein MYCGRDRAFT_102798 | Zt102798	57.23	50.87	50.38	65.26
Zt102800	hypothetical protein MYCGRDRAFT_102800 | Zt102800	82.62	68.91	73.88	82.1
Zt102802	hypothetical protein MYCGRDRAFT_102802 | Zt102802	22.98	16.29	34.28	26.24
Zt102814	transmembrane | Zt102814	88.53	84.24	84.47	65.88
Zt102819	intermediate filament | Zt102819	72.53	94.95	72.63	83.77
Zt102821	hypothetical protein MYCGRDRAFT_102821 | Zt102821	126.04	201.68	165.88	97.37
Zt102831	ethanolamine kinase [Cercospora fijiensis CIRAD86] | Zt102831	68.89	64.88	72.57	64.73
Zt102837	ATP synthase subunit alpha | Zt102837	319.67	326.36	290.03	313.46
Zt102841	alcohol dehydrogenase | Zt102841	184.4	167.83	100.14	115
Zt102842	NADPH-dependent medium chain alcohol dehydrogenase | Zt102842	65.08	44.65	80.11	128.93
Zt102848	60S ribosomal L3 | Zt102848	443.73	334.36	423.55	374.49
Zt102849	Acyl- N-acyltransferase | Zt102849	470.21	487.2	960.45	207.35
Zt102854	hypothetical protein MYCGRDRAFT_102854 | Zt102854	57.02	59.03	58.77	65
Zt102855	hypothetical protein MYCGRDRAFT_102855 | Zt102855	60.69	67.38	68.67	71.79
Zt102869	hypothetical protein MYCGRDRAFT_102869 | Zt102869	12.48	10.53	32.34	9.43
Zt102874	dimeric dihydrodiol | Zt102874	14.71	22.78	19.38	32.32
Zt102877	caffeine-induced death Cid2 | Zt102877	82.63	60.9	80.3	58.83
Zt102881	ribosomal L6 | Zt102881	611.32	542.31	509.34	476.41
Zt102887	hypothetical protein MYCGRDRAFT_102887 | Zt102887	50.3	50.69	107.9	216.14
Zt102893	aldo keto reductase | Zt102893	71.23	28.8	124.27	58.53
Zt102895	thioesterase family | Zt102895	31.79	31.95	31.31	24.68
Zt102897	ubiquitin conjugating enzyme | Zt102897	127.83	145.79	131.11	111.43
Zt102901	hypothetical protein MYCGRDRAFT_102901 | Zt102901	33.42	46.99	21.2	36.24
Zt102907	hypothetical protein MYCGRDRAFT_102907 | Zt102907	247.88	414.25	217.05	410.22
Zt102912	hypothetical protein MYCGRDRAFT_102912, partial | Zt102912	8.51	7.41	6.35	10.94
Zt102916	hypothetical protein MYCGRDRAFT_102916 | Zt102916	53.24	73.19	66.16	67.85
Zt102918	splicing factor 3a subunit 2 | Zt102918	104.58	117.88	94.14	93.57
Zt102920	hypothetical protein MYCGRDRAFT_102920 | Zt102920	5.44	6.75	7.19	7.52
Zt102922	60S ribosomal L35 | Zt102922	373.32	326.4	343.1	322.27
Zt102927	hypothetical protein MYCGRDRAFT_102927 | Zt102927	111.68	104.57	108	85.28
Zt102936	4-formylbenzenesulfonate dehydrogenase 1 2 | Zt102936	136.45	160.24	66.56	120.65
Zt102943	adp-ribosylation factor | Zt102943	343.61	384	486.93	331.58
Zt102950	beta tubulin | Zt102950	186.6	215.45	339.17	257.92
Zt102956	Cu,Zn superoxide dismutase | Zt102956	12.62	87.36	8.45	121.56
Zt102961	related to DUF567 domain | Zt102961	95.12	118.37	112.84	135.75
Zt102970	hypothetical protein MYCGRDRAFT_102970 | Zt102970	25.04	30.41	18.01	28.6
Zt102977	amino acid permease like | Zt102977	569.18	626.89	182.6	195.5
Zt102980	hypothetical protein MYCGRDRAFT_102980 | Zt102980	139.05	91.21	78.83	41.71
Zt102982	hypothetical protein MYCGRDRAFT_102982 | Zt102982	8.81	11.97	17.51	16.25
Zt102983	hypothetical protein MYCGRDRAFT_102983 | Zt102983	244.97	282.25	92.32	60.11
Zt102985	mitotic-spindle organizing 1 | Zt102985	14.26	18.23	11.58	18.71
Zt102988	L-asparaginase II | Zt102988	58.28	19.5	36.75	67.68
Zt102990	phosphoglycerate kinase | Zt102990	446.65	403.12	455.34	387.5
Zt102996	hypothetical protein MYCGRDRAFT_102996 | Zt102996	3629.78	4559.34	6748.68	2449.52
Zt103001	hypothetical protein MYCGRDRAFT_103001, partial | Zt103001	89.02	91.75	73.98	72.23
Zt103004	hypothetical protein MYCGRDRAFT_103004 | Zt103004	34.09	42.25	35.47	41.46
Zt103006	translation machinery associated TMA7 | Zt103006	322.21	440.79	229.12	302.66
Zt103011	BTB POZ | Zt103011	198.69	572.29	901.52	578.1
Zt103019	hypothetical protein MYCGRDRAFT_103019 | Zt103019	7.82	27.92	5.25	8.65
Zt103027	transposable element tc1 | Zt103027	166.64	245.56	158.62	165.52
Zt103029	hypothetical protein MYCGRDRAFT_103029 | Zt103029	12.86	31.05	67.04	13.11
Zt103030	hypothetical protein MYCGRDRAFT_103030 | Zt103030	264.74	74.04	265.51	472.89
Zt103034	Phosphoacetylglucosamine mutase | Zt103034	108.44	42	113.69	66.01
Zt103042	hypothetical protein MYCGRDRAFT_103042 | Zt103042	13.61	12.11	9.28	17.12
Zt103058	hypothetical protein MYCGRDRAFT_103058 | Zt103058	30.65	35.65	26.03	27.88
Zt103060	Trimethyllysine dioxygenase | Zt103060	33.27	27.13	45.38	28.13
Zt103070	DNA-directed RNA polymerase and III subunit RPABC5 | Zt103070	109.54	123.28	64.92	97.27
Zt103073	hypothetical protein MYCGRDRAFT_103073, partial | Zt103073	74.22	50.92	207.5	53.07
Zt103087	nuclear transport factor 2 | Zt103087	205.48	230.32	215.1	176.17
Zt103089	hypothetical protein MYCGRDRAFT_103089 | Zt103089	9.97	13.02	5.62	10.21
Zt103091	hypothetical protein MYCGRDRAFT_103091 | Zt103091	38.39	32.61	30.12	22.99
Zt103098	MGMT family | Zt103098	51.17	81.69	47.27	44.84
Zt10310	cell division control (Cdc15) | Zt10310	4.65	9.4	6.43	18.22
Zt103102	hypothetical protein MYCGRDRAFT_103102, partial | Zt103102	69.34	70.62	38.2	41.38
Zt103105	ribosomal L1 | Zt103105	43.25	32.82	37.18	33.28
Zt103110	aldo-keto reductase family 1 member C13 | Zt103110	39.89	38.18	39.05	32.14
Zt103124	citrate synthase | Zt103124	129.53	164.01	139.13	146.48
Zt103126	hypothetical protein MYCGRDRAFT_103126 | Zt103126	86.84	96.72	69.56	68.95
Zt103130	hypothetical protein MYCGRDRAFT_103130, partial | Zt103130	59	58.56	201.47	56.53
Zt103135	carboxypeptidase Y A | Zt103135	304.98	262.32	796.8	260.53
Zt103147	delta-12 desaturase | Zt103147	403.68	619.19	326.1	468.76
Zt103157	hypothetical protein MYCGRDRAFT_103157 | Zt103157	55.04	89.13	24.25	40.86
Zt103159	hypothetical protein MYCGRDRAFT_103159 | Zt103159	26.19	32.62	34.27	25.51
Zt103162	40s ribosomal s25 | Zt103162	619.68	683.24	586.81	626.5
Zt103183	hypothetical protein MYCGRDRAFT_103183 | Zt103183	4.56	9.26	7.41	3.82
Zt103184	ubiquitin related modifier 1 | Zt103184	31.48	42.43	27.33	24.21
Zt103191	60S ribosomal L32 | Zt103191	517.52	470.55	459.12	460.69
Zt103199	hypothetical protein MYCGRDRAFT_103199, partial | Zt103199	101.05	82.44	69.59	63.18
Zt103202	glutathione s-transferase | Zt103202	42.15	34.31	48.28	24.43
Zt103208	hypothetical protein MYCGRDRAFT_103208 | Zt103208	104.19	26.45	77.54	80.06
Zt103215	heat shock Hsp98 Hsp104 | Zt103215	35.3	30.62	39.68	31.07
Zt103218	P-loop containing nucleoside triphosphate hydrolase | Zt103218	48.99	42.97	50.68	45.34
Zt103221	3-isopropylmalate dehydrogenase | Zt103221	134.72	89.25	74.18	74.83
Zt103230	C-type lectin [Cercospora fijiensis CIRAD86] | Zt103230	52.22	48.96	56.37	44.23
Zt103232	hypothetical protein MYCGRDRAFT_103232 | Zt103232	6.14	8.26	4.83	7.89
Zt103254	hypothetical protein MYCGRDRAFT_103254 | Zt103254	76.7	110.91	67.25	93.6
Zt103255	homoserine dehydrogenase | Zt103255	79.83	66.36	76.26	80.14
Zt103256	hva22 domain membrane | Zt103256	129.66	117.53	191.59	105.14
Zt103260	serine threonine partial | Zt103260	89.96	107.69	96.72	120.52
Zt103262	hypothetical protein MYCGRDRAFT_103262 | Zt103262	51.72	62.09	53.41	70.5
Zt103264	hypothetical protein MYCGRDRAFT_103264, partial | Zt103264	35.64	32.51	32.19	24.87
Zt103270	hypothetical protein MYCGRDRAFT_103270 | Zt103270	19	18.71	19.87	20.07
Zt103274	hypothetical protein MYCGRDRAFT_103274 | Zt103274	37.25	31.76	31.66	29.98
Zt103278	transcription initiation factor IIF subunit | Zt103278	60.85	50.6	63.01	49.86
Zt103282	hypothetical protein MYCGRDRAFT_103282 | Zt103282	4.18	12.36	5.23	10.01
Zt103297	hypothetical protein MYCGRDRAFT_103297 | Zt103297	28.01	26.67	35.47	28.19
Zt103310	hypothetical protein MYCGRDRAFT_103310 | Zt103310	1299.58	1175.72	358.94	1056.95
Zt103315	60s ribosomal subunit assembly export loc1 | Zt103315	63.9	53.42	63.08	54.15
Zt103329	60S ribosomal L17 | Zt103329	621.31	519.51	703.2	525.54
Zt103332	hypothetical protein MYCGRDRAFT_103332 | Zt103332	7.09	12.24	12.9	11.12
Zt103337	glutamyl-tRNA(Gln) amidotransferase subunit A | Zt103337	100.36	167.01	77.99	138.23
